Nombre,Total ($),Cantidad
PALTA,5800.0,2.0
"GASEOSA 1,5L CAFETRIA",5100.0,1.0
BAGUETIN JYQ + BEBIDA lata,4900.0,1.0
BAGUETTIN JYQ O VEGGIE CAFETERIA,4900.0,1.0
"FIDEOS ACELGA AL HUEVO 0,500KG",4700.0,1.0
POSTRE CAFETERIA,4700.0,1.0
"FIDEOS PAPARDELLE 0,500KG",4700.0,1.0
BAGEL JYQ,4680.0,1.0
BAGEL VEGETARIANO,4500.0,1.0
FRUTAS TROZADAS,4300.0,1.0
PORCION BUDIN,4000.0,2.0
"CEPITA 1,5L",3900.0,1.0
CHOCOLATADA,3100.0,1.0
NARANJA-ANANA LOS NARANJOS,3100.0,1.0
"AGUA CON/SIN GAS 1,5 CAFETERIA",2900.0,1.0
FETAS JAMON,2000.0,1.0
FETAS QUESO,2000.0,1.0
MANZANITA CAFETERIA,1600.0,1.0
ALFAJOR CAFETERIA,1600.0,1.0
Roll canela,1440.0,1.0
TOSTADA,1300.0,1.0
TRIPLE CRUDO CAFETERIA,1300.0,1.0
CAFE CON LECHE DE COCO,500.0,1.0
Te,0.0,1.0
Espresso,0.0,1.0
Manchado/lagrima,0.0,1.0
Cortado (FLATE WHITE),0.0,10.0
Cafe con leche (LATTE),0.0,16.0
Goteado,0.0,2.0
Medialuna manteca,0.0,10.0
Sacramento chocolate,0.0,2.0
Hoja integral,0.0,1.0
Hoja comun,0.0,4.0
Americano,0.0,10.0
Pinchada,0.0,3.0
